V8,V9,V10,consent,Inst,TimeInst_1,TimeInst_2,TimeInst_3,TimeInst_4,AWBInst,ChangeFV,ChangeMeat,Imp_2,Imp_3,Imp_4,Imp_7,Imp_11,Imp_12,Imp_13,Imp_13_TEXT,Veg,TimeDiet_1,TimeDiet_2,TimeDiet_3,TimeDiet_4,State,Gen,Edu,Edu_TEXT,Inc,Age,Pol,TimeDem_1,TimeDem_2,TimeDem_3,TimeDem_4,DO-BR-FL_6,DO-Q-MTInst,DO-Q-SSInst,DO-Q-PAInst,DO-Q-Imp
StartDate,EndDate,Finished,"Informed Consent   By answering the following questions, you are participating in a study being p...","As advertised in the HIT, there are three parts to complete this study: 1) The Recruitment Survey...",Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,The purpose of this survey is to understand your lifestyle choices and dietary preferences.  We a...,"Do you intend to change your fruit and vegetable consumption over the next week?  ""I intend to __...","Do you intend to change your meat consumption over the next week? Meat includes chicken, turkey,...","What are the TWO most important things that you take into consideration when deciding what meat,...-Price of the product","What are the TWO most important things that you take into consideration when deciding what meat,...-Nutritional content of the product","What are the TWO most important things that you take into consideration when deciding what meat,...-Whether the product is antibiotic and/or hormone free","What are the TWO most important things that you take into consideration when deciding what meat,...-Whether the animals had a good standard of living","What are the TWO most important things that you take into consideration when deciding what meat,...-How the product tastes","What are the TWO most important things that you take into consideration when deciding what meat,...-The environmental impacts of the product","What are the TWO most important things that you take into consideration when deciding what meat,...-Other (please specify):","What are the TWO most important things that you take into consideration when deciding what meat,...-Other (please specify):-TEXT","Do you currently eat a vegetarian or vegan diet?   A vegetarian diet includes egg and dairy, but...",Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,"50 States, D.C. and Puerto Rico",What is you gender,What is the highest educational qualification you have obtained?,What is the highest educational qualification you have obtained?-TEXT,"In which of these groups did your total PERSONAL income, from all sources, fall last year before...",What is your age?,Which of these best describes your political orientation?,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Display Order: Block Randomizer FL_6,Display Order: Thank you for completing the Recruitment Survey. On the next page you'll be asked to confirm your...,Display Order: Thank you for completing the Recruitment Survey. On the next page you'll be asked to confirm your...,Display Order: Thank you for completing the Recruitment Survey. On the next page you'll be asked to confirm your...,"Display Order: What are the TWO most important things that you take into consideration when deciding what meat,..."
2/21/17 15:53,2/21/17 15:57,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Oregon,Male,"Higher degree (e.g. MSc, PhD)",,"$30,001 - $40,000",26,Liberal,1,2,3,4,PACO,,,,7|2|4|3|11|12|13
2/21/17 15:53,2/21/17 15:57,1,1,1,1,2,3,4,1,Maintain current levels,Increase,0,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Alabama,Female,"Some university-level education, without degree",,"$10,001 - $20,000",32,Very Liberal,1,2,3,4,SurveySignal,,,,2|3|12|4|7|11|13
2/21/17 15:46,2/21/17 15:57,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$10,001 - $20,000",37,Liberal,1,2,3,4,SurveySignal,,,,2|4|12|3|7|11|13
2/21/17 15:42,2/21/17 15:59,1,1,1,1,2,3,4,1,Maintain current levels,Somewhat increase,0,Nutritional content of the product,0,0,0,0,0,,-99,1,2,3,4,New York,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$10,001 - $20,000",26,Very Liberal,1,2,3,4,SurveySignal,,,,11|3|12|7|2|4|13
2/21/17 15:49,2/21/17 15:59,1,1,1,1,2,3,4,1,Increase,Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Virginia,Female,"Some university-level education, without degree",,"$30,001 - $40,000",31,Liberal,1,2,3,4,MTurk,,,,2|4|12|3|7|11|13
2/21/17 16:01,2/21/17 16:05,1,1,1,1,2,3,4,1,Increase,Increase,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,New York,Male,"Some university-level education, without degree",,"$10,001 - $20,000",26,Conservative,1,2,3,4,PACO,,,,12|2|7|3|4|11|13
2/21/17 16:05,2/21/17 16:08,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Illinois,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$0 - $10,000",31,Moderate,1,2,3,4,MTurk,,,,2|7|4|12|11|3|13
2/21/17 16:07,2/21/17 16:09,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,Wisconsin,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",26,Somewhat Conservative,1,2,3,4,PACO,,,,3|7|11|4|2|12|13
2/21/17 16:07,2/21/17 16:10,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Maine,Male,"Some university-level education, without degree",,"$60,001 - $70,000",43,Very Conservative,1,2,3,4,MTurk,,,,12|4|2|11|3|7|13
2/21/17 16:06,2/21/17 16:12,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Texas,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$30,001 - $40,000",48,Moderate,1,2,3,4,SurveySignal,,,,12|11|7|4|2|3|13
2/21/17 16:09,2/21/17 16:16,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,0,Whether the product is antibiotic and/or hormone free,0,How the product tastes,0,0,,No,1,2,3,4,Florida,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",51,Somewhat Liberal,1,2,3,4,PACO,,,,3|7|11|12|4|2|13
2/21/17 16:17,2/21/17 16:18,1,1,1,1,2,3,4,1,Somewhat Decrease,Somewhat increase,Price of the product,0,0,0,0,The environmental impacts of the product,0,,No,1,2,3,4,North Carolina,Male,Secondary/high school,,"$10,001 - $20,000",24,Moderate,1,2,3,4,MTurk,,,,12|4|2|11|7|3|13
2/21/17 16:18,2/21/17 16:20,1,1,1,1,2,3,4,1,Somewhat Decrease,Somewhat increase,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,North Carolina,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$10,001 - $20,000",24,Moderate,1,2,3,4,MTurk,,,,12|11|2|7|4|3|13
2/21/17 16:18,2/21/17 16:22,1,1,1,1,2,3,4,1,Maintain current levels,Decrease,Price of the product,0,0,0,0,The environmental impacts of the product,0,,No,1,2,3,4,Florida,Female,"Some university-level education, without degree",,"$10,001 - $20,000",24,Moderate,1,2,3,4,SurveySignal,,,,12|3|2|7|11|4|13
2/21/17 16:24,2/21/17 16:28,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Maryland,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",32,Very Liberal,1,2,3,4,SurveySignal,,,,2|3|4|7|11|12|13
2/21/17 16:32,2/21/17 16:38,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Maine,Female,"Some university-level education, without degree",,"$10,001 - $20,000",26,Somewhat Liberal,1,2,3,4,MTurk,,,,2|11|7|12|3|4|13
2/21/17 16:35,2/21/17 16:38,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat increase,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Ohio,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",31,Moderate,1,2,3,4,SurveySignal,,,,12|7|2|11|3|4|13
2/21/17 16:36,2/21/17 16:39,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,North Carolina,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",33,Liberal,1,2,3,4,MTurk,,,,11|4|2|7|3|12|13
2/21/17 16:39,2/21/17 16:42,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat increase,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Washington,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$0 - $10,000",26,Conservative,1,2,3,4,MTurk,,,,11|2|4|7|3|12|13
2/21/17 16:43,2/21/17 16:45,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Virginia,Male,"Higher degree (e.g. MSc, PhD)",,"$60,001 - $70,000",25,Very Liberal,1,2,3,4,SurveySignal,,,,3|4|7|12|11|2|13
2/21/17 16:34,2/21/17 16:45,1,1,1,1,2,3,4,1,Greatly increase,Increase,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Male,Secondary/high school,,"$20,001 - $30,000",33,Moderate,1,2,3,4,PACO,,,,7|4|3|12|11|2|13
2/21/17 16:44,2/21/17 16:47,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,South Carolina,Female,"Higher degree (e.g. MSc, PhD)",,"$70,001 - $80,000",30,Liberal,1,2,3,4,MTurk,,,,7|2|3|4|11|12|13
2/21/17 16:45,2/21/17 16:48,1,1,1,1,2,3,4,1,Increase,Somewhat increase,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",22,Liberal,1,2,3,4,PACO,,,,12|2|3|7|11|4|13
2/21/17 16:46,2/21/17 16:50,1,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Texas,Female,Secondary/high school,,"greater than $100,000",26,Moderate,1,2,3,4,SurveySignal,,,,4|12|3|7|11|2|13
2/21/17 16:49,2/21/17 16:51,1,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,New York,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$0 - $10,000",29,Very Liberal,1,2,3,4,MTurk,,,,2|4|3|11|12|7|13
2/21/17 16:52,2/21/17 16:54,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Virginia,Female,"Some university-level education, without degree",,"$50,001 - $60,000",25,Somewhat Liberal,1,2,3,4,SurveySignal,,,,7|11|12|3|2|4|13
2/21/17 16:43,2/21/17 16:55,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,0,0,Other (please specify):,how natural the product is,No,1,2,3,4,Washington,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",53,Somewhat Liberal,1,2,3,4,SurveySignal,,,,2|3|12|4|11|7|13
2/21/17 16:55,2/21/17 16:56,1,1,1,1,2,3,4,1,Maintain current levels,Decrease,0,0,0,Whether the animals had a good standard of living,0,The environmental impacts of the product,0,,Yes,1,2,3,4,District of Columbia,Female,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$50,001 - $60,000",44,Somewhat Liberal,1,2,3,4,PACO,,,,11|12|2|3|7|4|13
2/21/17 16:49,2/21/17 16:59,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Illinois,Male,"Some university-level education, without degree",,"$10,001 - $20,000",20,Moderate,1,2,3,4,PACO,,,,12|4|7|11|2|3|13
2/21/17 16:35,2/21/17 17:00,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,New York,Male,Secondary/high school,,"$30,001 - $40,000",37,Liberal,1,2,3,4,SurveySignal,,,,11|3|4|2|7|12|13
2/21/17 16:44,2/21/17 17:02,1,1,1,1,2,3,4,1,Somewhat increase,Decrease,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,Texas,Female,"Some university-level education, without degree",,"$20,001 - $30,000",29,Somewhat Liberal,1,2,3,4,MTurk,,,,11|12|7|2|4|3|13
2/21/17 17:04,2/21/17 17:05,1,1,1,1,2,3,4,1,Increase,Maintain current levels,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",31,Very Liberal,1,2,3,4,MTurk,,,,4|3|7|2|11|12|13
2/21/17 17:01,2/21/17 17:07,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,0,0,0,,No,1,2,3,4,Florida,Male,"Higher degree (e.g. MSc, PhD)",,"$50,001 - $60,000",34,Liberal,1,2,3,4,PACO,,,,4|2|3|12|11|7|13
2/21/17 15:06,2/21/17 17:17,1,1,1,1,2,3,4,1,Maintain current levels,Somewhat Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Michigan,Female,"Some university-level education, without degree",,"$20,001 - $30,000",38,Very Liberal,1,2,3,4,PACO,,,,12|11|2|3|4|7|13
2/21/17 17:20,2/21/17 17:23,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Texas,Female,Secondary/high school,,"$0 - $10,000",21,Very Liberal,1,2,3,4,MTurk,,,,7|4|2|11|3|12|13
2/21/17 17:10,2/21/17 17:26,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Arkansas,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"greater than $100,000",35,Liberal,1,2,3,4,SurveySignal,,,,12|3|7|11|4|2|13
2/21/17 17:26,2/21/17 17:29,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Arkansas,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"greater than $100,000",35,Liberal,1,2,3,4,PACO,,,,4|12|2|3|11|7|13
2/21/17 17:36,2/21/17 17:38,1,1,1,1,2,3,4,1,Greatly increase,Greatly decrease,Price of the product,0,0,0,How the product tastes,0,0,,Yes,1,2,3,4,Florida,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",27,Moderate,1,2,3,4,MTurk,,,,12|7|2|11|4|3|13
2/21/17 17:20,2/21/17 17:41,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",25,Liberal,1,2,3,4,PACO,,,,11|12|4|2|7|3|13
2/21/17 17:39,2/21/17 17:43,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Pennsylvania,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$0 - $10,000",23,Conservative,1,2,3,4,PACO,,,,3|2|4|12|11|7|13
2/21/17 17:34,2/21/17 17:46,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,0,Whether the product is antibiotic and/or hormone free,0,How the product tastes,0,0,,No,1,2,3,4,West Virginia,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",56,Somewhat Conservative,1,2,3,4,SurveySignal,,,,4|12|3|7|2|11|13
2/21/17 17:59,2/21/17 18:01,1,1,1,1,2,3,4,1,Increase,Maintain current levels,0,0,0,Whether the animals had a good standard of living,0,The environmental impacts of the product,0,,Yes,1,2,3,4,Florida,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$40,001 - $50,000",31,Very Liberal,1,2,3,4,MTurk,,,,12|3|2|11|4|7|13
2/21/17 18:25,2/21/17 18:28,1,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Missouri,Male,"University-level education, with professional degree (e.g. Law, Medicine, ...)",,"$50,001 - $60,000",29,Liberal,1,2,3,4,SurveySignal,,,,12|3|11|2|7|4|13
2/21/17 18:49,2/21/17 18:54,1,1,1,1,2,3,4,1,Increase,Somewhat Decrease,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,New York,Female,Other,AS degree,"$50,001 - $60,000",35,Liberal,1,2,3,4,SurveySignal,,,,3|7|11|12|2|4|13
2/21/17 19:17,2/21/17 19:32,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,Nutritional content of the product,0,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Texas,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",27,Very Conservative,1,2,3,4,PACO,,,,2|4|7|3|11|12|13
2/21/17 19:32,2/21/17 19:34,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,0,0,Whether the animals had a good standard of living,How the product tastes,0,0,,No,1,2,3,4,Florida,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",37,Moderate,1,2,3,4,MTurk,,,,7|12|11|2|3|4|13
2/21/17 19:34,2/21/17 19:39,1,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,0,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$30,001 - $40,000",29,Moderate,1,2,3,4,PACO,,,,11|7|3|4|12|2|13
2/21/17 21:08,2/21/17 21:10,1,1,1,1,2,3,4,1,Somewhat increase,Somewhat increase,Price of the product,0,0,0,How the product tastes,0,0,,Yes,1,2,3,4,Colorado,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",26,Conservative,1,2,3,4,MTurk,,,,12|2|11|4|7|3|13
2/20/17 13:48,2/20/17 14:18,0,1,1,1,2,3,4,1,Increase,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,New Jersey,Female,"Higher degree (e.g. MSc, PhD)",,"$0 - $10,000",32,Somewhat Conservative,1,2,3,4,MTurk,,,,12|4|2|7|3|11|13
2/20/17 16:43,2/20/17 16:46,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,New Jersey,Male,"Some university-level education, without degree",,"$0 - $10,000",21,Very Liberal,1,2,3,4,SurveySignal,,,,4|3|7|2|12|11|13
2/20/17 17:36,2/20/17 17:42,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Oregon,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",47,Somewhat Liberal,1,2,3,4,PACO,,,,2|12|4|7|3|11|13
2/21/17 13:29,2/21/17 13:31,0,1,1,1,2,3,4,1,Maintain current levels,Somewhat Decrease,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,Minnesota,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",22,Somewhat Conservative,1,2,3,4,MTurk,,,,12|4|3|11|7|2|13
2/21/17 13:32,2/21/17 13:34,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,0,Whether the product is antibiotic and/or hormone free,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Colorado,Female,"Higher degree (e.g. MSc, PhD)",,"$0 - $10,000",50,Moderate,1,2,3,4,SurveySignal,,,,7|11|4|2|12|3|13
2/21/17 13:31,2/21/17 13:37,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Rhode Island,Male,"Higher degree (e.g. MSc, PhD)",,"$80,001 - $90,000",29,Somewhat Conservative,1,2,3,4,SurveySignal,,,,2|7|4|11|3|12|13
2/21/17 13:48,2/21/17 13:48,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17 13:34,2/21/17 13:49,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Virginia,Male,Secondary/high school,,"$20,001 - $30,000",26,Moderate,1,2,3,4,MTurk,,,,7|4|11|12|2|3|13
2/21/17 13:30,2/21/17 13:52,0,1,1,1,2,3,4,1,Increase,Decrease,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,California,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",55,Conservative,1,2,3,4,SurveySignal,,,,12|7|2|4|3|11|13
2/21/17 14:09,2/21/17 14:11,0,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,0,Nutritional content of the product,0,0,How the product tastes,0,0,,No,1,2,3,4,New York,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$30,001 - $40,000",46,Conservative,1,2,3,4,SurveySignal,,,,7|12|11|2|3|4|13
2/21/17 14:14,2/21/17 14:16,0,1,1,1,2,3,4,1,Increase,Maintain current levels,0,0,Whether the product is antibiotic and/or hormone free,Whether the animals had a good standard of living,0,0,0,,No,1,2,3,4,Illinois,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$60,001 - $70,000",26,Moderate,1,2,3,4,SurveySignal,,,,12|4|3|2|7|11|13
2/21/17 14:37,2/21/17 14:37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17 13:30,2/21/17 13:30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17 13:28,2/21/17 13:30,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Pennsylvania,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$0 - $10,000",32,Conservative,1,2,3,4,PACO,,,,7|12|4|3|2|11|13
2/21/17 13:31,2/21/17 13:31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17 13:28,2/21/17 13:36,0,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Illinois,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",31,Somewhat Liberal,1,2,3,4,PACO,,,,2|3|11|4|12|7|13
2/21/17 13:35,2/21/17 13:36,0,1,1,1,2,3,4,1,Increase,Somewhat Decrease,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Kentucky,Male,"Some university-level education, without degree",,"$60,001 - $70,000",35,Somewhat Conservative,1,2,3,4,PACO,,,,4|12|3|7|2|11|13
2/21/17 13:48,2/21/17 13:49,0,1,1,1,2,3,4,1,Somewhat increase,Somewhat Decrease,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,California,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"greater than $100,000",28,Somewhat Liberal,1,2,3,4,SurveySignal,,,,7|4|3|2|12|11|13
2/21/17 13:39,2/21/17 13:40,0,1,1,1,2,3,4,1,Somewhat increase,Maintain current levels,Price of the product,0,Whether the product is antibiotic and/or hormone free,0,0,0,0,,No,1,2,3,4,Louisiana,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$20,001 - $30,000",36,Liberal,1,2,3,4,PACO,,,,7|4|11|12|2|3|13
2/21/17 13:35,2/21/17 13:41,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Virginia,Female,"Some university-level education, without degree",,"$40,001 - $50,000",23,Moderate,1,2,3,4,PACO,,,,3|12|7|4|11|2|13
2/21/17 13:45,2/21/17 13:47,0,1,1,1,2,3,4,1,Increase,Greatly decrease,0,0,0,0,0,0,Other (please specify):,"I do not eat meat, eggs or dairy.",Yes,1,2,3,4,North Carolina,Female,"Some university-level education, without degree",,"$10,001 - $20,000",30,Moderate,1,2,3,4,SurveySignal,,,,7|2|12|11|4|3|13
2/21/17 13:44,2/21/17 14:08,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,California,Male,"Some university-level education, without degree",,"$10,001 - $20,000",21,Liberal,1,2,3,4,PACO,,,,7|11|4|3|2|12|13
2/21/17 14:06,2/21/17 14:09,0,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7|4|12|2|11|3|13
2/21/17 14:52,2/21/17 14:54,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,0,Nutritional content of the product,0,0,0,The environmental impacts of the product,0,,No,1,2,3,4,Florida,Male,"Some university-level education, without degree",,"$20,001 - $30,000",34,Moderate,1,2,3,4,SurveySignal,,,,4|12|3|2|7|11|13
2/21/17 14:59,2/21/17 15:00,0,1,1,1,2,3,4,1,Decrease,Somewhat Decrease,-99,-99,-99,-99,-99,-99,-99,,No,1,2,3,4,-99,-99,-99,,-99,33,-99,1,2,3,4,MTurk,,,,7|11|12|4|3|2|13
2/21/17 14:55,2/21/17 15:00,0,1,1,1,2,3,4,1,Greatly increase,Greatly decrease,0,Nutritional content of the product,Whether the product is antibiotic and/or hormone free,0,0,0,0,,Yes,1,2,3,4,Michigan,Male,Secondary/high school,,"$10,001 - $20,000",26,Moderate,1,2,3,4,PACO,,,,7|11|2|3|12|4|13
2/21/17 15:03,2/21/17 15:03,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17 15:22,2/21/17 15:25,0,1,1,1,2,3,4,1,Increase,Somewhat Decrease,Price of the product,0,0,0,How the product tastes,0,0,,No,1,2,3,4,Florida,Female,"Some university-level education, without degree",,"$30,001 - $40,000",28,Very Liberal,1,2,3,4,PACO,,,,11|12|2|7|3|4|13
2/21/17 15:29,2/21/17 15:30,0,1,1,1,2,3,4,1,Somewhat increase,Greatly increase,Price of the product,0,0,0,0,The environmental impacts of the product,0,,Yes,1,2,3,4,Colorado,Male,"University-level education, with degree (e.g. BA, BSc, ...)",,"$40,001 - $50,000",28,Somewhat Liberal,1,2,3,4,SurveySignal,,,,12|3|2|4|11|7|13
2/21/17 15:29,2/21/17 15:31,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Arizona,Male,"Some university-level education, without degree",,"$30,001 - $40,000",24,Moderate,1,2,3,4,SurveySignal,,,,7|4|12|3|2|11|13
2/21/17 15:33,2/21/17 15:33,0,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|4|11|12|7|3|13
2/21/17 15:32,2/21/17 15:34,0,1,1,1,2,3,4,1,Maintain current levels,Maintain current levels,Price of the product,Nutritional content of the product,0,0,0,0,0,,No,1,2,3,4,Indiana,Female,"University-level education, with degree (e.g. BA, BSc, ...)",,"$50,001 - $60,000",54,Liberal,1,2,3,4,PACO,,,,7|2|4|12|3|11|13
